caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1949-052,1949-052-01,1949-052-01-01,1949-052-01-01-01,3/13/1950,opinion of the court (orally argued),339 U.S. 103,70 S. Ct. 495,94 L. Ed. 2d 691,1950 U.S. LEXIS 2242,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,359,"HIATT, WARDEN, v. BROWN",2/6/1950,,United States,,"military personnel, or dependent of, including reservist",,cert,,,no mention that a 3-judge ct heard case,Georgia Northern U.S. District Court,13,"U.S. Court of Appeals, Fifth Circuit",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,affirmed,liberal,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,military: active duty,Civil Rights,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,10 U.S.C. € 1479,"TCClark 	Clark, Tom ( 08/24/1949 - 06/12/1967 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,0
1949-053,1949-053-01,1949-053-01-01,1949-053-01-01-01,3/13/1950,opinion of the court (orally argued),339 U.S. 113,70 S. Ct. 499,94 L. Ed. 2d 698,1950 U.S. LEXIS 2491,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,403,"REIDER v. THOMPSON, TRUSTEE, MISSOURI PACIFIC RAILROAD CO.",2/7/1950,,"shipper, including importer and exporter",,railroad,,cert,,,no mention that a 3-judge ct heard case,Louisiana Eastern U.S. District Court,22,"U.S. Court of Appeals, Fifth Circuit",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,affirmed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",Economic Activity,liberal,dissent in opposite direction,statutory construction,,Federal Statute,"Interstate Commerce, as amended",,"SMinton 	Minton, Sherman ( 10/12/1949 - 10/15/1956 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,1
1949-054,1949-054-01,1949-054-01-01,1949-054-01-01-01,3/27/1950,opinion of the court (orally argued),339 U.S. 121,70 S. Ct. 547,94 L. Ed. 2d 707,1950 U.S. LEXIS 2176,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,156,UNITED STATES v. COMMODITIES TRADING CORP. ET AL.,1/10/1950,,United States,,wholesale trade,,cert,,,no mention that a 3-judge ct heard case,"U.S. Court of Claims, Court of Federal Claims",,"U.S. Court of Claims, Court of Federal Claims",,no mention that dissent occurred,no reason given,,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"due process: takings clause, or other non-constitutional governmental taking of property",Due Process,liberal,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,50 U.S.C. € 901,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,2
1949-055,1949-055-01,1949-055-01-01,1949-055-01-01-01,3/27/1950,opinion of the court (orally argued),339 U.S. 142,70 S. Ct. 530,94 L. Ed. 2d 721,1950 U.S. LEXIS 2539,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,337,RAILWAY LABOR EXECUTIVES' ASSOCIATION v. UNITED STATES ET AL.,2/14/1950,,railroad,,Interstate Commerce Commission,,appeal,Interstate Commerce Commission,,3-judge district ct heard case,District Of Columbia U.S. District Court,10,District Of Columbia U.S. District Court,District of Columbia,no mention that dissent occurred,case did not arise on cert or cert not granted,vacated,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal or state regulation of transportation regulation: railroad,Economic Activity,liberal,dissent in opposite direction,statutory construction,,Federal Statute,"Interstate Commerce, as amended",,"HHBurton 	Burton, Harold ( 10/01/1945 - 10/13/1958 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,4,3
1949-056,1949-056-01,1949-056-01-01,1949-056-01-01-01,3/27/1950,opinion of the court (orally argued),339 U.S. 157,70 S. Ct. 545,94 L. Ed. 2d 731,1950 U.S. LEXIS 2177,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,18,STANDARD-VACUUM OIL CO. v. UNITED STATES,10/13/1949,,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",,United States,,cert,,,no mention that a 3-judge ct heard case,"U.S. Court of Claims, Court of Federal Claims",,"U.S. Court of Claims, Court of Federal Claims",,no mention that dissent occurred,to resolve question presented,,liberal,no declaration of unconstitutionality,vacated and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"no merits: dismissed or affirmed for want of a substantial or properly presented federal question, or a nonsuit",Judicial Power,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,28 U.S.C. € 2501,"SMinton 	Minton, Sherman ( 10/12/1949 - 10/15/1956 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,0
1949-057,1949-057-01,1949-057-01-01,1949-057-01-01-01,3/27/1950,opinion of the court (orally argued),339 U.S. 162,70 S. Ct. 519,94 L. Ed. 2d 734,1950 U.S. LEXIS 2178,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,14,DENNIS v. UNITED STATES,11/7/1949,,"person accused, indicted, or suspected of crime",,United States,,cert,,,no mention that a 3-judge ct heard case,District Of Columbia U.S. District Court,10,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,no mention that dissent occurred,no reason given,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,extra-legal jury influences: miscellaneous,Criminal Procedure,conservative,dissent in opposite direction,judicial review (national level),,Constitutional Amendment,Sixth Amendment (right to trial by jury),,"SMinton 	Minton, Sherman ( 10/12/1949 - 10/15/1956 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,2
1949-058,1949-058-01,1949-058-01-01,1949-058-01-01-01,3/27/1950,opinion of the court (orally argued),339 U.S. 186,70 S. Ct. 537,94 L. Ed. 2d 750,1950 U.S. LEXIS 2474,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,173,UNITED STATES et al. v. UNITED STATES SMELTING REFINING & MINING CO. et al.,2/13/1950,,United States,,railroad,,appeal,Interstate Commerce Commission,,3-judge district ct heard case,Utah U.S. District Court,52,Utah U.S. District Court,Utah,no mention that dissent occurred,case did not arise on cert or cert not granted,reversed,liberal,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,judicial review of administrative agency's or administrative official's actions and procedures,Judicial Power,conservative,dissent in opposite direction,statutory construction,federal common law,Federal Statute,"Interstate Commerce, as amended",,"SMinton 	Minton, Sherman ( 10/12/1949 - 10/15/1956 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,6,1
1949-059,1949-059-01,1949-059-01-01,1949-059-01-01-01,4/3/1950,opinion of the court (orally argued),339 U.S. 200,70 S. Ct. 587,94 L. Ed. 2d 761,1950 U.S. LEXIS 2161,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,51,"DARR v. BURFORD, WARDEN",12/5/1949,,"prisoner, inmate of penal institution",,State,Oklahoma,cert,,,no mention that a 3-judge ct heard case,Oklahoma Eastern U.S. District Court,42,"U.S. Court of Appeals, Tenth Circuit",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,precedent altered,vote clearly specified,comity: habeas corpus,Judicial Power,conservative,dissent in opposite direction,federal common law,statutory construction,Federal Statute,28 U.S.C. § 2241-2255 (habeas corpus),,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,3
1949-060,1949-060-01,1949-060-01-01,1949-060-01-01-01,4/10/1950,opinion of the court (orally argued),339 U.S. 239,70 S. Ct. 577,94 L. Ed. 2d 795,1950 U.S. LEXIS 2537,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,391,"SLOCUM, GENERAL CHAIRMAN, LACKAWANNA DIVISION NO. 30, ORDER OF RAILROAD TELEGRAPHERS, v. DELAWARE, LACKAWANNA & WESTERN RAILROAD CO.",2/8/1950,,"union, labor organization, or official of",,railroad,,cert,,,no mention that a 3-judge ct heard case,State Trial Court,37,State Supreme Court,New York,dissent in ct whose dec the sct reviewed,to resolve question presented,affirmed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state court jurisdiction,Federalism,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Railway Labor,,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,1
1949-061,1949-061-01,1949-061-01-01,1949-061-01-01-01,4/10/1950,opinion of the court (orally argued),339 U.S. 255,70 S. Ct. 585,94 L. Ed. 2d 811,1950 U.S. LEXIS 2538,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,438,ORDER OF RAILWAY CONDUCTORS OF AMERICA v. SOUTHERN RAILWAY CO.,2/8/1950,,"union, labor organization, or official of",,railroad,,cert,,,no mention that a 3-judge ct heard case,State Trial Court,48,State Supreme Court,South Carolina,no mention that dissent occurred,no reason given,affirmed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state court jurisdiction,Federalism,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Railway Labor,,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,1
1949-062,1949-062-01,1949-062-01-01,1949-062-01-01-01,4/10/1950,per curiam (orally argued),339 U.S. 258,70 S. Ct. 586,94 L. Ed. 2d 815,1950 U.S. LEXIS 2128,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,236,MORFORD v. UNITED STATES,10/9/1949,,"person accused, indicted, or suspected of crime",,United States,,cert,,,no mention that a 3-judge ct heard case,District Of Columbia U.S. District Court,10,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,no mention that dissent occurred,no reason given,affirmed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,extra-legal jury influences: miscellaneous,Criminal Procedure,liberal,dissent in opposite direction,judicial review (national level),,Constitutional Amendment,Sixth Amendment (right to trial by jury),,,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,0
1949-063,1949-063-01,1949-063-01-01,1949-063-01-01-01,4/17/1950,opinion of the court (orally argued),339 U.S. 261,70 S. Ct. 644,94 L. Ed. 2d 816,1950 U.S. LEXIS 2107,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,26,UNITED STATES v. WESTINGHOUSE ELECTRIC & MANUFACTURING CO.,10/13/1949,,United States,,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",,cert,,,no mention that a 3-judge ct heard case,Massachusetts U.S. District Court,26,"U.S. Court of Appeals, First Circuit",,dissent in ct whose dec the sct reviewed,federal court confusion or uncertainty,affirmed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"due process: takings clause, or other non-constitutional governmental taking of property",Due Process,liberal,dissent in opposite direction,judicial review (national level),,Constitutional Amendment,Fifth Amendment (takings clause),,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,1
1949-064,1949-064-01,1949-064-01-01,1949-064-01-01-01,4/17/1950,per curiam (no oral argument),339 U.S. 276,70 S. Ct. 641,94 L. Ed. 2d 834,1950 U.S. LEXIS 2108,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,724,"SOUTH ET AL. v. PETERS, CHAIRMAN OF THE GEORGIA STATE DEMOCRATIC EXECUTIVE COMMITTEE, ET AL.",,,"voter, prospective voter, elector, or a nonelective official seeking reapportionment or redistricting of legislative districts (POL)",,"political candidate, activist, committee, party, party member, organization, or elected official",,appeal,,,no mention that a 3-judge ct heard case,Georgia Northern U.S. District Court,13,Georgia Northern U.S. District Court,Georgia,no mention that dissent occurred,case did not arise on cert or cert not granted,,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,standing to sue: justiciable question,Judicial Power,conservative,dissent in opposite direction,judicial review (national level),,Constitution,"Article III, Section 2, Paragraph 1 (case or controversy requirement)",,,,first vote on issue/legal provision,7,2
1949-065,1949-065-01,1949-065-01-01,1949-065-01-01-01,4/24/1950,judgment of the Court (orally argued),339 U.S. 282,70 S. Ct. 629,94 L. Ed. 2d 839,1950 U.S. LEXIS 2069,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,46,CASSELL v. TEXAS,11/10/1949,,"person accused, indicted, or suspected of crime",,State,Texas,cert,,,no mention that a 3-judge ct heard case,State Trial Court,51,State Supreme Court,Texas,no mention that dissent occurred,to resolve question presented,affirmed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)",Civil Rights,liberal,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fourteenth Amendment (equal protection),,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,7,1
1949-066,1949-066-01,1949-066-01-01,1949-066-01-01-01,4/24/1950,opinion of the court (orally argued),339 U.S. 306,70 S. Ct. 652,94 L. Ed. 2d 865,1950 U.S. LEXIS 2070,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,378,"MULLANE, SPECIAL GUARDIAN, v. CENTRAL HANOVER BANK & TRUST CO., TRUSTEE, ET AL.",2/8/1950,,"heir, or beneficiary, or person so claiming to be",,"agent, fiduciary, trustee, or executor",,appeal,State Agency,New York,no mention that a 3-judge ct heard case,State Trial Court,37,State Supreme Court,New York,no mention that dissent occurred,case did not arise on cert or cert not granted,affirmed,conservative,"state or territorial law, reg, or const provision unconstitutional",reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),Due Process,liberal,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fourteenth Amendment (due process),,"RHJackson 	Jackson, Robert ( 07/11/1941 - 10/09/1954 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,7,1
1949-067,1949-067-01,1949-067-01-01,1949-067-01-01-01,4/24/1950,per curiam (no oral argument),339 U.S. 321,70 S. Ct. 640,94 L. Ed. 2d 877,1950 U.S. LEXIS 2071,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,689,"SHIPMAN ET AL., TRADING AS SHIPMAN BROTHERS, ET AL. v. DuPRE ET AL.",,,fisherman or fishing company,,"governmental official, or an official of an agency established under an interstate compact",South Carolina,appeal,,,3-judge district ct heard case,South Carolina Eastern U.S. District Court,48,South Carolina Eastern U.S. District Court,South Carolina,no mention that dissent occurred,case did not arise on cert or cert not granted,,conservative,no declaration of unconstitutionality,vacated and remanded,no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"no merits: dismissed or affirmed for want of a substantial or properly presented federal question, or a nonsuit",Judicial Power,conservative,dissent in opposite direction,Supreme Court supervision of lower federal or state courts or original jurisdiction,,,,,,,first vote on issue/legal provision,8,1
1949-068,1949-068-01,1949-068-01-01,1949-068-01-01-01,5/8/1950,opinion of the court (orally argued),339 U.S. 323,70 S. Ct. 724,94 L. Ed. 2d 884,1950 U.S. LEXIS 2528,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,99,UNITED STATES v. BRYAN,12/15/1949,,United States,,"witness, or person under subpoena",,cert,,,no mention that a 3-judge ct heard case,District Of Columbia U.S. District Court,10,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,reversed,liberal,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,self-incrimination (other than as pertains to Miranda or immunity from prosecution),Criminal Procedure,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,2 U.S.C. € 192,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,2
1949-069,1949-069-01,1949-069-01-01,1949-069-01-01-01,5/8/1950,opinion of the court (orally argued),339 U.S. 349,70 S. Ct. 739,94 L. Ed. 2d 906,1950 U.S. LEXIS 2529,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,98,UNITED STATES v. FLEISCHMAN,12/15/1949,,United States,,"witness, or person under subpoena",,cert,,,no mention that a 3-judge ct heard case,District Of Columbia U.S. District Court,10,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,reversed,liberal,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,self-incrimination (other than as pertains to Miranda or immunity from prosecution),Criminal Procedure,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,2 U.S.C. € 192,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,2
1949-070,1949-070-01,1949-070-01-01,1949-070-01-01-01,5/8/1950,opinion of the court (orally argued),339 U.S. 382,70 S. Ct. 674,94 L. Ed. 2d 925,1950 U.S. LEXIS 2530,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,10,"AMERICAN COMMUNICATIONS ASSN., C. I. O., ET AL. v. DOUDS, REGIONAL DIRECTOR OF THE NATIONAL LABOR RELATIONS BOARD",10/10/1949,,"union, labor organization, or official of",,"National Labor Relations Board, or regional office or officer",,appeal,,,3-judge district ct heard case,New York Southern U.S. District Court,37,New York Southern U.S. District Court,New York,dissent in ct whose dec the sct reviewed,case did not arise on cert or cert not granted,,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"federal or state internal security legislation: Smith, Internal Security, and related federal statutes",First Amendment,conservative,dissent in opposite direction,judicial review (national level),,Federal Statute,Labor-Management Relations,,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,1
1949-071,1949-071-01,1949-071-01-01,1949-071-01-01-01,5/8/1950,opinion of the court (orally argued),339 U.S. 454,70 S. Ct. 781,94 L. Ed. 2d 978,1950 U.S. LEXIS 2531,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,456,"INTERNATIONAL UNION OF UNITED AUTOMOBILE, ETC. WORKERS OF AMERICA, C. I. O., ET AL. v. O'BRIEN, PROSECUTING ATTORNEY, ET AL.",3/30/1950,,"union, labor organization, or official of",,State,Michigan,appeal,,,no mention that a 3-judge ct heard case,State Trial Court,27,State Supreme Court,Michigan,no mention that dissent occurred,case did not arise on cert or cert not granted,reversed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,Federalism,liberal,dissent in opposite direction,statutory construction,,Federal Statute,Labor-Management Relations,,"FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1949-072,1949-072-01,1949-072-01-01,1949-072-01-01-01,5/8/1950,opinion of the court (orally argued),339 U.S. 460,70 S. Ct. 718,94 L. Ed. 2d 985,1950 U.S. LEXIS 2561,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,61,HUGHES ET AL. v. SUPERIOR COURT OF CALIFORNIA FOR CONTRA COSTA COUNTY,11/8/1949,,person or organization protesting racial or ethnic segregation or discrimination,,court or judicial district,California,cert,,,no mention that a 3-judge ct heard case,State Trial Court,6,State Supreme Court,California,no mention that dissent occurred,to resolve question presented,reversed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,First Amendment,conservative,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,"First Amendment (speech, press, and assembly)",,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )",first vote on issue/legal provision,8,0
1949-073,1949-073-01,1949-073-01-01,1949-073-01-01-01,5/8/1950,judgment of the Court (orally argued),339 U.S. 470,70 S. Ct. 773,94 L. Ed. 2d 995,1950 U.S. LEXIS 2532,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,309,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS, ETC. UNION, LOCAL 309, ET AL. v. HANKE ET AL., DOING BUSINESS AS ATLAS AUTO REBUILD",2/9/1950,,"union, labor organization, or official of",,car dealer,,cert,,,no mention that a 3-judge ct heard case,State Trial Court,56,State Supreme Court,Washington,no mention that dissent occurred,to resolve question presented,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"First Amendment, miscellaneous (cf. comity: First Amendment)",First Amendment,conservative,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,"First Amendment (speech, press, and assembly)",,"FFrankfurter 	Frankfurter, Felix ( 01/30/1939 - 08/28/1962 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,3
1949-074,1949-074-01,1949-074-01-01,1949-074-01-01-01,5/8/1950,opinion of the court (orally argued),339 U.S. 485,70 S. Ct. 711,94 L. Ed. 2d 1007,1950 U.S. LEXIS 2533,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,428,UNITED STATES v. NATIONAL ASSOCIATION OF REAL ESTATE BOARDS ET AL.,3/31/1950,,United States,,realtor,,appeal,,,no mention that a 3-judge ct heard case,District Of Columbia U.S. District Court,10,District Of Columbia U.S. District Court,District of Columbia,no mention that dissent occurred,case did not arise on cert or cert not granted,,conservative,no declaration of unconstitutionality,affirmed and reversed (or vacated) in part,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,antitrust (except in the context of mergers and union antitrust),Economic Activity,liberal,dissent in opposite direction,judicial review (national level),,Constitution,"Article I, Section 8, Paragraph 17 (governance of the District of Columbia and lands purchased from the states)",,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,1
1949-075,1949-075-01,1949-075-01-01,1949-075-01-01-01,5/8/1950,opinion of the court (orally argued),339 U.S. 497,70 S. Ct. 755,94 L. Ed. 2d 1017,1950 U.S. LEXIS 2468,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,96,POWELL ET AL. v. UNITED STATES CARTRIDGE CO.,12/8/1949,,"employee, or job applicant, including beneficiaries of",,government contractor,,cert,,,no mention that a 3-judge ct heard case,Missouri Eastern U.S. District Court,30,"U.S. Court of Appeals, Eighth Circuit",,no mention that dissent occurred,no reason given,reversed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,Fair Labor Standards Act,Unions,liberal,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,50 U.S.C. € 1171,"HHBurton 	Burton, Harold ( 10/01/1945 - 10/13/1958 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,5,2
1949-076,1949-076-01,1949-076-01-01,1949-076-01-01-01,5/8/1950,opinion of the court (orally argued),339 U.S. 532,70 S. Ct. 784,94 L. Ed. 2d 1045,1950 U.S. LEXIS 2534,1949,"Vinson 3 	October 12, 1949 - October 04, 1953",Vinson,449,"BUILDING SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 262, ET AL. v. GAZZAM",2/9/1950,,"union, labor organization, or official of",,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",,cert,,,no mention that a 3-judge ct heard case,State Trial Court,56,State Supreme Court,Washington,dissent in ct whose dec the sct reviewed,no reason given,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"First Amendment, miscellaneous (cf. comity: First Amendment)",First Amendment,conservative,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,"First Amendment (speech, press, and assembly)",,"SMinton 	Minton, Sherman ( 10/12/1949 - 10/15/1956 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,0
